promptID,promptText,completion,changes,comments,open1,open2
d63f37c3619f8770ac003158414d6f25,"(v) Verifying a parent's identity by checking a form of government-issued identification against databases of such information, where the parent's identification is deleted by the operator from its records promptly after such verification is complete; or","If a parent presents a form of government-issued identification, then the operator must check the information against databases.",,,,
d63f37c3619f8770ac003158414d6f25,"(v) Verifying a parent's identity by checking a form of government-issued identification against databases of such information, where the parent's identification is deleted by the operator from its records promptly after such verification is complete; or","If the operator finds a match, then the operator must delete the parent's identification from its records.",,,,
d63f37c3619f8770ac003158414d6f25,"(v) Verifying a parent's identity by checking a form of government-issued identification against databases of such information, where the parent's identification is deleted by the operator from its records promptly after such verification is complete; or","If the operator completes the verification process, then the operator must promptly delete the parent's identification from its records.",,,,
f68b9292fcf26e1fcaca8ebc10320915,"(vi) Provided that, an operator that does not “disclose” (as defined by § 312.2) children's personal information, may use an email coupled with additional steps to provide assurances that the person providing the consent is the parent.","If an operator does not disclose children's personal information, then they may use an email coupled with additional steps.",,,,
f68b9292fcf26e1fcaca8ebc10320915,"(vi) Provided that, an operator that does not “disclose” (as defined by § 312.2) children's personal information, may use an email coupled with additional steps to provide assurances that the person providing the consent is the parent.","If an operator uses an email, then they must take additional steps to provide assurances that the person providing the consent is the parent.",,,,
e429e4aea7e990852d7b050f2aaea3bc,"Such additional steps include: Sending a confirmatory email to the parent following receipt of consent, or obtaining a postal address or telephone number from the parent and confirming the parent's consent by letter or telephone call.","If a parent provides consent, then an email must be sent to confirm.",,,,
e429e4aea7e990852d7b050f2aaea3bc,"Such additional steps include: Sending a confirmatory email to the parent following receipt of consent, or obtaining a postal address or telephone number from the parent and confirming the parent's consent by letter or telephone call.","If a parent provides consent, then a postal address or telephone number must be obtained.",,,,
e429e4aea7e990852d7b050f2aaea3bc,"Such additional steps include: Sending a confirmatory email to the parent following receipt of consent, or obtaining a postal address or telephone number from the parent and confirming the parent's consent by letter or telephone call.","If a postal address or telephone number is obtained, then the parent's consent must be confirmed by letter or telephone call.",,,,
dbbab2eb493766600372a2b0b5a2008a,An operator that uses this method must provide notice that the parent can revoke any consent given in response to the earlier email.,"If an operator uses this method, then they must provide notice.",,,,
dbbab2eb493766600372a2b0b5a2008a,An operator that uses this method must provide notice that the parent can revoke any consent given in response to the earlier email.,"If a parent gives consent in response to an earlier email, then they can revoke it.",,,,
1629da8b74d5d64cc296a22bec4abd19,(3) Safe harbor approval of parental consent methods.,"If a covered entity obtains parental consent for the collection, use, or disclosure of protected health information in accordance with the requirements of this section, then the covered entity shall be deemed to have complied with the requirements of this section.",,,,
1629da8b74d5d64cc296a22bec4abd19,(3) Safe harbor approval of parental consent methods.,"If a covered entity obtains parental consent, then it must comply with the requirements of this section.",,,,
1629da8b74d5d64cc296a22bec4abd19,(3) Safe harbor approval of parental consent methods.,"If a covered entity collects protected health information, then it must obtain parental consent in accordance with the requirements of this section.",,,,
1629da8b74d5d64cc296a22bec4abd19,(3) Safe harbor approval of parental consent methods.,"If a covered entity uses protected health information, then it must obtain parental consent in accordance with the requirements of this section.",,,,
1629da8b74d5d64cc296a22bec4abd19,(3) Safe harbor approval of parental consent methods.,"If a covered entity discloses protected health information, then it must obtain parental consent in accordance with the requirements of this section.",,,,
10984ed34a2db065b847e99529054902,A safe harbor program approved by the Commission under § 312.11 may approve its member operators' use of a parental consent method not currently enumerated in paragraph (b)(2) of this section where the safe harbor program determines that such parental consent method meets the requirements of paragraph (b)(1) of this section.,"If a safe harbor program is approved by the Commission, then it may approve its member operators' use of a parental consent method.",,,,
10984ed34a2db065b847e99529054902,A safe harbor program approved by the Commission under § 312.11 may approve its member operators' use of a parental consent method not currently enumerated in paragraph (b)(2) of this section where the safe harbor program determines that such parental consent method meets the requirements of paragraph (b)(1) of this section.,"If the safe harbor program determines that the parental consent method meets the requirements of paragraph (b)(1) of this section, then it may approve its member operators' use of the parental consent method.",,,,
dc5d730cb3a4768f59988d8830b8ce55,(c) Exceptions to prior parental consent.,"If a minor is seeking an abortion, then parental consent is not required if the minor is emancipated.",,,,
dc5d730cb3a4768f59988d8830b8ce55,(c) Exceptions to prior parental consent.,"If a minor is seeking an abortion, then parental consent is not required if the minor is married.",,,,
dc5d730cb3a4768f59988d8830b8ce55,(c) Exceptions to prior parental consent.,"If a minor is seeking an abortion, then parental consent is not required if the minor is a member of the armed forces.",,,,
dc5d730cb3a4768f59988d8830b8ce55,(c) Exceptions to prior parental consent.,"If a minor is seeking an abortion, then parental consent is not required if the minor has obtained a court order.",,,,
ca43fe9099a490768fd67e333026898e,"Verifiable parental consent is required prior to any collection, use, or disclosure of personal information from a child except as set forth in this paragraph:","If a website operator collects personal information from a child, then verifiable parental consent is required.",,,,
ca43fe9099a490768fd67e333026898e,"Verifiable parental consent is required prior to any collection, use, or disclosure of personal information from a child except as set forth in this paragraph:","If a website operator uses personal information from a child, then verifiable parental consent is required.",,,,
ca43fe9099a490768fd67e333026898e,"Verifiable parental consent is required prior to any collection, use, or disclosure of personal information from a child except as set forth in this paragraph:","If a website operator discloses personal information from a child, then verifiable parental consent is required.",,,,
ca43fe9099a490768fd67e333026898e,"Verifiable parental consent is required prior to any collection, use, or disclosure of personal information from a child except as set forth in this paragraph:","If a website operator does not meet the requirements set forth in this paragraph, then verifiable parental consent is required.",,,,
a5e1b5956ffdffbbc607eae17af39735,(1) Where the sole purpose of collecting the name or online contact information of the parent or child is to provide notice and obtain parental consent under § 312.4(c)(1).,"If the purpose of collecting the name or online contact information of the parent or child is solely to provide notice and obtain parental consent, then ",,,,
a5e1b5956ffdffbbc607eae17af39735,(1) Where the sole purpose of collecting the name or online contact information of the parent or child is to provide notice and obtain parental consent under § 312.4(c)(1).,1. The name or online contact information must be collected. ,,,,
a5e1b5956ffdffbbc607eae17af39735,(1) Where the sole purpose of collecting the name or online contact information of the parent or child is to provide notice and obtain parental consent under § 312.4(c)(1).,2. Notice must be provided. ,,,,
a5e1b5956ffdffbbc607eae17af39735,(1) Where the sole purpose of collecting the name or online contact information of the parent or child is to provide notice and obtain parental consent under § 312.4(c)(1).,3. Parental consent must be obtained.,,,,
8cd4055aa50d77b4f882b63236dfa3a8,"If the operator has not obtained parental consent after a reasonable time from the date of the information collection, the operator must delete such information from its records;","If the operator has not obtained parental consent, then they must delete the information from their records within a reasonable time.",,,,
5e8dfd0a275d093b53c727725e64fc33,"(2) Where the purpose of collecting a parent's online contact information is to provide voluntary notice to, and subsequently update the parent about, the child's participation in a Web site or online service that does not otherwise collect, use, or disclose children's personal information.","If a parent provides online contact information, then it is for the purpose of providing voluntary notice to the parent about the child's participation in a Web site or online service.",,,,
5e8dfd0a275d093b53c727725e64fc33,"(2) Where the purpose of collecting a parent's online contact information is to provide voluntary notice to, and subsequently update the parent about, the child's participation in a Web site or online service that does not otherwise collect, use, or disclose children's personal information.","If a Web site or online service does not collect, use, or disclose children's personal information, then the parent's online contact information is collected for the purpose of providing voluntary notice to the parent.",,,,
5e8dfd0a275d093b53c727725e64fc33,"(2) Where the purpose of collecting a parent's online contact information is to provide voluntary notice to, and subsequently update the parent about, the child's participation in a Web site or online service that does not otherwise collect, use, or disclose children's personal information.","If a parent provides online contact information, then it is for the purpose of updating the parent about the child's participation in a Web site or online service.",,,,
9b18ef06cf8dd425122c0170d71c3ca7,"In such cases, the parent's online contact information may not be used or disclosed for any other purpose.","If a parent provides online contact information, then it must not be used for any other purpose.",,,,
9b18ef06cf8dd425122c0170d71c3ca7,"In such cases, the parent's online contact information may not be used or disclosed for any other purpose.","If a parent provides online contact information, then it must not be disclosed for any other purpose.",,,,
be59ef37f4ae4443c6f5381ef327681a,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to ensure that the parent receives notice as described in § 312.4(c)(2);","If the operator is responsible for a case, then they must make reasonable efforts to ensure the parent receives notice. ",,,,
be59ef37f4ae4443c6f5381ef327681a,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to ensure that the parent receives notice as described in § 312.4(c)(2);","If available technology is present, then the operator must take it into consideration when making reasonable efforts. ",,,,
be59ef37f4ae4443c6f5381ef327681a,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to ensure that the parent receives notice as described in § 312.4(c)(2);","If the parent needs to receive notice, then the operator must follow the guidelines outlined in § 312.4(c)(2).",,,,
99df21189f0d45fcbab4ede9aaac8879,"(3) Where the sole purpose of collecting online contact information from a child is to respond directly on a one-time basis to a specific request from the child, and where such information is not used to re-contact the child or for any other purpose, is not disclosed, and is deleted by the operator from its records promptly after responding to the child's request;","If a company collects online contact information from a child, and the sole purpose is to respond directly to a specific request from the child, then the information must not be used to re-contact the child or for any other purpose.",,,,
99df21189f0d45fcbab4ede9aaac8879,"(3) Where the sole purpose of collecting online contact information from a child is to respond directly on a one-time basis to a specific request from the child, and where such information is not used to re-contact the child or for any other purpose, is not disclosed, and is deleted by the operator from its records promptly after responding to the child's request;","If a company collects online contact information from a child, then the information must be deleted from its records promptly after responding to the child's request.",,,,
7139ffce6cfd36b3b167e7f3933838de,"(4) Where the purpose of collecting a child's and a parent's online contact information is to respond directly more than once to the child's specific request, and where such information is not used for any other purpose, disclosed, or combined with any other information collected from the child.","If a purpose of collecting a child's and a parent's online contact information is to respond directly more than once to the child's specific request, then the information must not be used for any other purpose.",,,,
7139ffce6cfd36b3b167e7f3933838de,"(4) Where the purpose of collecting a child's and a parent's online contact information is to respond directly more than once to the child's specific request, and where such information is not used for any other purpose, disclosed, or combined with any other information collected from the child.","If a purpose of collecting a child's and a parent's online contact information is to respond directly more than once to the child's specific request, then the information must not be disclosed.",,,,
7139ffce6cfd36b3b167e7f3933838de,"(4) Where the purpose of collecting a child's and a parent's online contact information is to respond directly more than once to the child's specific request, and where such information is not used for any other purpose, disclosed, or combined with any other information collected from the child.","If a purpose of collecting a child's and a parent's online contact information is to respond directly more than once to the child's specific request, then the information must not be combined with any other information collected from the child.",,,,
7ca4cef380a2e60f8447aa933353bda9,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to ensure that the parent receives notice as described in § 312.4(c)(3).","If an operator is responsible for a case, then they must use reasonable efforts and available technology to ensure that the parent receives notice as described in § 312.4(c)(3).",,,,
d056203a818f584ddb951af94fc50118,An operator will not be deemed to have made reasonable efforts to ensure that a parent receives notice where the notice to the parent was unable to be delivered;,and the operator did not take additional steps to attempt to deliver the notice.,,,,
d056203a818f584ddb951af94fc50118,An operator will not be deemed to have made reasonable efforts to ensure that a parent receives notice where the notice to the parent was unable to be delivered;,"If an operator is unable to deliver notice to a parent, then they are not deemed to have made reasonable efforts to ensure the parent receives notice.",,,,
d056203a818f584ddb951af94fc50118,An operator will not be deemed to have made reasonable efforts to ensure that a parent receives notice where the notice to the parent was unable to be delivered;,"If an operator is unable to deliver notice to a parent, then they must take additional steps to attempt to deliver the notice.",,,,
96ca3903147d16b7204bd4be22d96ab7,"(5) Where the purpose of collecting a child's and a parent's name and online contact information, is to protect the safety of a child, and where such information is not used or disclosed for any purpose unrelated to the child's safety.","If the purpose of collecting a child's and a parent's name and online contact information is to protect the safety of a child, then the information must not be used or disclosed for any purpose unrelated to the child's safety.",,,,
67dc37a4d45c144a32025dd7ec12f2df,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to provide a parent with notice as described in § 312.4(c)(4);","and must provide the parent with the opportunity to consent or deny consent to the collection, use, or disclosure of the child’s personal information before any such collection, use, or disclosure.",,,,
67dc37a4d45c144a32025dd7ec12f2df,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to provide a parent with notice as described in § 312.4(c)(4);","If an operator is collecting, using, or disclosing a child's personal information, then they must make reasonable efforts, taking into consideration available technology, to provide a parent with notice.",,,,
67dc37a4d45c144a32025dd7ec12f2df,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to provide a parent with notice as described in § 312.4(c)(4);","If an operator is collecting, using, or disclosing a child's personal information, then they must provide the parent with the opportunity to consent or deny consent.",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,"If a person collects a child's name and online contact information, then they must have a purpose. ",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,"If the purpose is to provide the child with a personalized service, then the person must obtain verifiable parental consent. ",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,"If the purpose is to protect the safety of the child, then the person must provide the parent with notice of the collection. ",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,"If the purpose is to respond directly to the child's request, then the person must provide the parent with notice of the collection. ",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,"If the purpose is to support the internal operations of the website, then the person must provide the parent with notice of the collection. ",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,"If the purpose is to market or advertise to the child, then the person must obtain verifiable parental consent.",,,,
d43afbd2494291b948c34250e9680754,(i) Protect the security or integrity of its Web site or online service;,"(ii) Protect against unauthorized access to or use of its Web site or online service; and (iii) Protect against accidental or unlawful destruction, loss, alteration, or unauthorized disclosure of or access to the information collected.",,,,
d43afbd2494291b948c34250e9680754,(i) Protect the security or integrity of its Web site or online service;,"If a Web site or online service has information collected, then it must protect against accidental or unlawful destruction, loss, alteration, or unauthorized disclosure of or access to the information.",,,,
d43afbd2494291b948c34250e9680754,(i) Protect the security or integrity of its Web site or online service;,"If a Web site or online service has information collected, then it must protect the security or integrity of its Web site or online service.",,,,
d43afbd2494291b948c34250e9680754,(i) Protect the security or integrity of its Web site or online service;,"If a Web site or online service has information collected, then it must protect against unauthorized access to or use of its Web site or online service.",,,,
7d998a9587a83a9fd604943799124740,(ii) Take precautions against liability;,"If a person is liable, then they must take precautions. ",,,,
7d998a9587a83a9fd604943799124740,(ii) Take precautions against liability;,"If a person is at risk of liability, then they must take precautions. ",,,,
7d998a9587a83a9fd604943799124740,(ii) Take precautions against liability;,"If a person is exposed to potential liability, then they must take precautions.",,,,
9865de01e38532de695de0c083b986e0,(iii) Respond to judicial process; or,"If a judicial process is issued, then the Attorney with a Ph.D. in linguistics must respond.",,,,
164c61d6331eb48acf754d5964ca567e,"(iv) To the extent permitted under other provisions of law, to provide information to law enforcement agencies or for an investigation on a matter related to public safety; and where such information is not be used for any other purpose;","If a law enforcement agency requests information, then the information must be provided.",,,,
164c61d6331eb48acf754d5964ca567e,"(iv) To the extent permitted under other provisions of law, to provide information to law enforcement agencies or for an investigation on a matter related to public safety; and where such information is not be used for any other purpose;","If the information is requested for an investigation related to public safety, then the information must be provided.",,,,
164c61d6331eb48acf754d5964ca567e,"(iv) To the extent permitted under other provisions of law, to provide information to law enforcement agencies or for an investigation on a matter related to public safety; and where such information is not be used for any other purpose;","If the information is requested for any other purpose, then the information must not be provided.",,,,
51775a2958a99dca3eadd7ccb9439167,(7) Where an operator collects a persistent identifier and no other personal information and such identifier is used for the sole purpose of providing support for the internal operations of the Web site or online service.,"If an operator collects a persistent identifier, and no other personal information, then the identifier is used for the sole purpose of providing support for the internal operations of the Web site or online service.",,,,
7ec42b1e5e16803b14e5f29b81bdbc0e,"In such case, there also shall be no obligation to provide notice under § 312.4; or",to provide a hearing under § 312.5; or to provide an opportunity to respond under § 312.6; or to provide a decision under § 312.7.,,,,
7ec42b1e5e16803b14e5f29b81bdbc0e,"In such case, there also shall be no obligation to provide notice under § 312.4; or","If a case is presented, then there is no obligation to provide notice under § 312.4.",,,,
7ec42b1e5e16803b14e5f29b81bdbc0e,"In such case, there also shall be no obligation to provide notice under § 312.4; or","If a case is presented, then there is no obligation to provide a hearing under § 312.5.",,,,
7ec42b1e5e16803b14e5f29b81bdbc0e,"In such case, there also shall be no obligation to provide notice under § 312.4; or","If a case is presented, then there is no obligation to provide an opportunity to respond under § 312.6.",,,,
7ec42b1e5e16803b14e5f29b81bdbc0e,"In such case, there also shall be no obligation to provide notice under § 312.4; or","If a case is presented, then there is no obligation to provide a decision under § 312.7.",,,,
0ce28457d844277d8a9a8cf168289397,(8) Where an operator covered under paragraph (2) of the definition of Web site or online service directed to children in § 312.2 collects a persistent identifier and no other personal information from a user who affirmatively interacts with the operator and whose previous registration with that operator indicates that such user is not a child.,"If an operator covered under paragraph (2) of the definition of Web site or online service directed to children in § 312.2 collects a persistent identifier, ",,,,
0ce28457d844277d8a9a8cf168289397,(8) Where an operator covered under paragraph (2) of the definition of Web site or online service directed to children in § 312.2 collects a persistent identifier and no other personal information from a user who affirmatively interacts with the operator and whose previous registration with that operator indicates that such user is not a child.,then the operator must not collect any other personal information from the user.,,,,
0ce28457d844277d8a9a8cf168289397,(8) Where an operator covered under paragraph (2) of the definition of Web site or online service directed to children in § 312.2 collects a persistent identifier and no other personal information from a user who affirmatively interacts with the operator and whose previous registration with that operator indicates that such user is not a child.,"If the user has previously registered with the operator and the registration indicates that the user is not a child, ",,,,
0ce28457d844277d8a9a8cf168289397,(8) Where an operator covered under paragraph (2) of the definition of Web site or online service directed to children in § 312.2 collects a persistent identifier and no other personal information from a user who affirmatively interacts with the operator and whose previous registration with that operator indicates that such user is not a child.,then the operator must not collect any other personal information from the user.,,,,
cad78914bf544ea6bf893aff612fe679,"In such case, there also shall be no obligation to provide notice under § 312.4.","If a case is presented, then there is no obligation to provide notice under § 312.4.",,,,
