promptID,promptText,completion,changes,comments,open1,open2
99df21189f0d45fcbab4ede9aaac8879,"(3) Where the sole purpose of collecting online contact information from a child is to respond directly on a one-time basis to a specific request from the child, and where such information is not used to re-contact the child or for any other purpose, is not disclosed, and is deleted by the operator from its records promptly after responding to the child's request;","If a website collects contact information from a child, then the sole purpose must be to respond one-time to a specific request from the child.",,,,
99df21189f0d45fcbab4ede9aaac8879,"(3) Where the sole purpose of collecting online contact information from a child is to respond directly on a one-time basis to a specific request from the child, and where such information is not used to re-contact the child or for any other purpose, is not disclosed, and is deleted by the operator from its records promptly after responding to the child's request;","If the contact information is not used to re-contact the child or for any other purpose, then it must not be disclosed.",,,,
99df21189f0d45fcbab4ede9aaac8879,"(3) Where the sole purpose of collecting online contact information from a child is to respond directly on a one-time basis to a specific request from the child, and where such information is not used to re-contact the child or for any other purpose, is not disclosed, and is deleted by the operator from its records promptly after responding to the child's request;","If contact information is collected from a child, then it must be deleted promptly after responding to the child's request.",,,,
7139ffce6cfd36b3b167e7f3933838de,"(4) Where the purpose of collecting a child's and a parent's online contact information is to respond directly more than once to the child's specific request, and where such information is not used for any other purpose, disclosed, or combined with any other information collected from the child.","If the purpose of collecting a child's and a parent's online contact information is to respond more than once to the child's specific request, then the information must not be used for any other purpose.",,,,
7139ffce6cfd36b3b167e7f3933838de,"(4) Where the purpose of collecting a child's and a parent's online contact information is to respond directly more than once to the child's specific request, and where such information is not used for any other purpose, disclosed, or combined with any other information collected from the child.","If online contact information collected from a child is not used for any other purpose, then it must not be disclosed or combined with any other information collected from the child.",,,,
7ca4cef380a2e60f8447aa933353bda9,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to ensure that the parent receives notice as described in § 312.4(c)(3).","If the operator has a case, then they must make reasonable efforts to consider available technology. ",,,,
7ca4cef380a2e60f8447aa933353bda9,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to ensure that the parent receives notice as described in § 312.4(c)(3).","If reasonable efforts are made, then the parent must be given notice as stated in § 312.4(c)(3).",,,,
d056203a818f584ddb951af94fc50118,An operator will not be deemed to have made reasonable efforts to ensure that a parent receives notice where the notice to the parent was unable to be delivered;,or the parent has not responded to the notice; or the notice did not contain all of the information required by the regulation.,,,,
d056203a818f584ddb951af94fc50118,An operator will not be deemed to have made reasonable efforts to ensure that a parent receives notice where the notice to the parent was unable to be delivered;,"If an operator is unable to deliver the notice to a parent, then they are not considered to have made reasonable efforts to ensure that the parent receives the notice.",,,,
d056203a818f584ddb951af94fc50118,An operator will not be deemed to have made reasonable efforts to ensure that a parent receives notice where the notice to the parent was unable to be delivered;,"If a parent does not respond to the notice, then the operator is not considered to have made reasonable efforts to ensure that the parent receives the notice.",,,,
d056203a818f584ddb951af94fc50118,An operator will not be deemed to have made reasonable efforts to ensure that a parent receives notice where the notice to the parent was unable to be delivered;,"If the notice does not contain all the required information, then the operator is not considered to have made reasonable efforts to ensure that the parent receives the notice.",,,,
96ca3903147d16b7204bd4be22d96ab7,"(5) Where the purpose of collecting a child's and a parent's name and online contact information, is to protect the safety of a child, and where such information is not used or disclosed for any purpose unrelated to the child's safety.","If the purpose of collecting a child's and a parent's name and online contact information is to protect the safety of a child, then the information must not be used or disclosed for any purpose unrelated to the child's safety.",,,,
67dc37a4d45c144a32025dd7ec12f2df,"In such cases, the operator must make reasonable efforts, taking into consideration available technology, to provide a parent with notice as described in § 312.4(c)(4);","If an operator is involved in a case, then they must make reasonable efforts using available technology to provide a parent notice in accordance with § 312.4(c)(4).",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,"(a) enable the child to participate in an online activity, the provider or operator must:",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,"If a provider or operator is collecting a child's name and online contact information, then they must:",,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,1. Obtain verifiable parental consent;,,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,2. Provide the parent with notice of the specific information being collected and the opportunity to prevent its further use and collection;,,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,3. Provide the parent with access to the collected information;,,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,4. Enable the parent to have the information deleted;,,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,5. Not condition a child's participation in an online activity on the collection of more information than is reasonably necessary; and ,,,,
3172c1757e5127298dc8ce2b1d7b4fd7,(6) Where the purpose of collecting a child's name and online contact information is to:,6. Secure the collected information by reasonable means against unauthorized access.,,,,
d43afbd2494291b948c34250e9680754,(i) Protect the security or integrity of its Web site or online service;,or (ii) Take precautions to protect the security or integrity of its Web site or online service.,,,,
d43afbd2494291b948c34250e9680754,(i) Protect the security or integrity of its Web site or online service;,"If a company has a website or online service, then it must protect the security and integrity of that website or online service. ",,,,
d43afbd2494291b948c34250e9680754,(i) Protect the security or integrity of its Web site or online service;,"If a company has a website or online service, then it must take precautions to protect the security and integrity of that website or online service.",,,,
7d998a9587a83a9fd604943799124740,(ii) Take precautions against liability;,"(If) a business operates, (then) it must take precautions to protect itself from liability.",,,,
9865de01e38532de695de0c083b986e0,(iii) Respond to judicial process; or,"If a judicial process is received, then respond to it.",,,,
164c61d6331eb48acf754d5964ca567e,"(iv) To the extent permitted under other provisions of law, to provide information to law enforcement agencies or for an investigation on a matter related to public safety; and where such information is not be used for any other purpose;","If a law enforcement agency requests information and the purpose is related to public safety, then such information may be provided, provided that it is not used for any other purpose.",,,,
51775a2958a99dca3eadd7ccb9439167,(7) Where an operator collects a persistent identifier and no other personal information and such identifier is used for the sole purpose of providing support for the internal operations of the Web site or online service.,"If an operator collects a persistent identifier,",,,,
51775a2958a99dca3eadd7ccb9439167,(7) Where an operator collects a persistent identifier and no other personal information and such identifier is used for the sole purpose of providing support for the internal operations of the Web site or online service.,"And no other personal information,",,,,
51775a2958a99dca3eadd7ccb9439167,(7) Where an operator collects a persistent identifier and no other personal information and such identifier is used for the sole purpose of providing support for the internal operations of the Web site or online service.,"And the identifier is used for the sole purpose of providing support for the internal operations of the Web site or online service,",,,,
51775a2958a99dca3eadd7ccb9439167,(7) Where an operator collects a persistent identifier and no other personal information and such identifier is used for the sole purpose of providing support for the internal operations of the Web site or online service.,Then the regulation applies.,,,,
7ec42b1e5e16803b14e5f29b81bdbc0e,"In such case, there also shall be no obligation to provide notice under § 312.4; or",to provide an opportunity for a hearing under §§ 312.5 through 312.9.,,,,
7ec42b1e5e16803b14e5f29b81bdbc0e,"In such case, there also shall be no obligation to provide notice under § 312.4; or","If no notice is required under § 312.4, then there is no obligation to provide an opportunity for a hearing under §§ 312.5 through 312.9.",,,,
0ce28457d844277d8a9a8cf168289397,(8) Where an operator covered under paragraph (2) of the definition of Web site or online service directed to children in § 312.2 collects a persistent identifier and no other personal information from a user who affirmatively interacts with the operator and whose previous registration with that operator indicates that such user is not a child.,"If an operator covered under paragraph (2) of the definition of Web site or online service directed to children in § 312.2 collects a persistent identifier and no other personal information, then the user must have affirmatively interacted with the operator, and their previous registration with the operator must indicate they are not a child.",,,,
cad78914bf544ea6bf893aff612fe679,"In such case, there also shall be no obligation to provide notice under § 312.4.","If a situation is specified in the regulation, then no notice is required under § 312.4.",,,,
