promptID,promptText,completion,changes,comments,open1,open2
9775ff4ebe44f503ef53b401c37ae64c,(A) The individual's name;,"If the individual has a name, then it must be provided.",,,,
9775ff4ebe44f503ef53b401c37ae64c,(A) The individual's name;,"If the individual has a date of birth, then it must be provided.",,,,
9775ff4ebe44f503ef53b401c37ae64c,(A) The individual's name;,"If the individual has a social security number, then it must be provided.",,,,
e403fcd3cd20ac71ade37ce331b976f6,(B) The individual's location in the covered health care provider's facility;,"If the individual is at a covered health care provider's facility, then their location must be established.",,,,
11cc59afd77f410321336131d0d14c0c,(C) The individual's condition described in general terms that does not communicate specific medical information about the individual; and,"If the individual has a medical condition, then it must be described in general terms that do not communicate specific medical information.",,,,
be064a632457dc40ef88ab922d9005f0,(D) The individual's religious affiliation; and,"If the individual has a religious affiliation, then it must be documented.",,,,
33fd7c1cd93cb4c4799b55bb4344db10,(ii) Use or disclose for directory purposes such information:,"If a health care provider uses the patient's information for directory purposes, then the provider must ensure that the patient's name, location, and general condition are included.",,,,
219b07da86327a76ced768f697c42b3f,(A) To members of the clergy; or,(B) To members of a religious order; or (C) To individuals who are engaged in a religious vocation or occupation.,,,,
219b07da86327a76ced768f697c42b3f,(A) To members of the clergy; or,"If an individual is a member of the clergy, then they are eligible for the regulation.",,,,
219b07da86327a76ced768f697c42b3f,(A) To members of the clergy; or,"If an individual is a member of a religious order, then they are eligible for the regulation.",,,,
219b07da86327a76ced768f697c42b3f,(A) To members of the clergy; or,"If an individual is engaged in a religious vocation or occupation, then they are eligible for the regulation.",,,,
585ae80c01398a160d00e1352a9eb033,"(B) Except for religious affiliation, to other persons who ask for the individual by name.","If a person is asked for by name, then they must be given information about the individual, except for their religious affiliation.",,,,
cda1633720f229f33509ba4cee3b13ce,(2) Opportunity to object.,"An aggrieved party may, prior to the final decision, object to the appointment of a person to serve as the decision-maker.",,,,
cda1633720f229f33509ba4cee3b13ce,(2) Opportunity to object.,"If an aggrieved party wishes to object to a decision-maker, then they must do so before the final decision is made.",,,,
7e1661af7dc9ae2ecad3d6922ea8374c,A covered health care provider must inform an individual of the protected health information that it may include in a directory and the persons to whom it may disclose such information (including disclosures to clergy of information regarding religious affiliation) and provide the individual with the opportunity to restrict or prohibit some or all of the uses or disclosures permitted by paragraph (a)(1) of this section.,"If a covered health care provider is informing an individual of the protected health information, then it must include any information that may be in the directory. ",,,,
7e1661af7dc9ae2ecad3d6922ea8374c,A covered health care provider must inform an individual of the protected health information that it may include in a directory and the persons to whom it may disclose such information (including disclosures to clergy of information regarding religious affiliation) and provide the individual with the opportunity to restrict or prohibit some or all of the uses or disclosures permitted by paragraph (a)(1) of this section.,"If a covered health care provider is informing an individual of the protected health information, then it must disclose the information to any persons, including clergy, who may need to know the individual's religious affiliation. ",,,,
7e1661af7dc9ae2ecad3d6922ea8374c,A covered health care provider must inform an individual of the protected health information that it may include in a directory and the persons to whom it may disclose such information (including disclosures to clergy of information regarding religious affiliation) and provide the individual with the opportunity to restrict or prohibit some or all of the uses or disclosures permitted by paragraph (a)(1) of this section.,"If a covered health care provider is informing an individual of the protected health information, then it must provide the individual with the opportunity to restrict or prohibit some or all of the uses or disclosures that are permitted by paragraph (a)(1) of this section.",,,,
34526761482928d53ae639fae54437b2,(3) Emergency circumstances.,"For each project under this section, a state or local agency may apply for an emergency authorization when a natural or man-made disaster, or an imminent threat of a disaster, creates an immediate need for a project to protect the health or safety of persons or property.",,,,
34526761482928d53ae639fae54437b2,(3) Emergency circumstances.,"IF there is a natural or man-made disaster, THEN a state or local agency may apply for an emergency authorization.",,,,
34526761482928d53ae639fae54437b2,(3) Emergency circumstances.,"IF there is an imminent threat of a disaster, THEN a state or local agency may apply for an emergency authorization.",,,,
34526761482928d53ae639fae54437b2,(3) Emergency circumstances.,"IF the project is intended to protect the health or safety of persons or property, THEN a state or local agency may apply for an emergency authorization.",,,,
5482bfb7d32336ed8bd44b4c4cfd2795,"(i) If the opportunity to object to uses or disclosures required by paragraph (a)(2) of this section cannot practicably be provided because of the individual's incapacity or an emergency treatment circumstance, a covered health care provider may use or disclose some or all of the protected health information permitted by paragraph (a)(1) of this section for the facility's directory, if such disclosure is:","IF a covered health care provider needs to use or disclose protected health information because of an individual's incapacity or an emergency treatment circumstance, THEN the provider may use or disclose some or all of the protected health information for the facility's directory.",,,,
9c3e99c9f08b5ded71eee90c387de11e,"(A) Consistent with a prior expressed preference of the individual, if any, that is known to the covered health care provider; and","If an individual has expressed a prior preference, then the covered health care provider must act consistently with that preference.",,,,
b4f645ba352051c8acc6111457bb7f98,"(B) In the individual's best interest as determined by the covered health care provider, in the exercise of professional judgment.","If a covered health care provider is exercising their professional judgment, then it must be in the individual's best interest.",,,,
733586f222e96df234cafc246ef2ece4,(ii) The covered health care provider must inform the individual and provide an opportunity to object to uses or disclosures for directory purposes as required by paragraph (a)(2) of this section when it becomes practicable to do so.,"If a covered health care provider becomes aware of a use or disclosure of an individual's information for directory purposes, then they must inform the individual and provide an opportunity to object.",,,,
90bd7bc13e56a37da910ed0306f3b7b8,(b) Standard: Uses and disclosures for involvement in the individual's care and notification purposes—(1) Permitted uses and disclosures.,"A covered entity may, consistent with applicable law and standards of ethical conduct, use or disclose protected health information to the individual's family members, relatives, friends, or other persons identified by the individual, or the individual's personal representative, unless the individual objects, or the use or disclosure is inconsistent with any prior expressed preference of the individual that is known by the covered entity.",,,,
90bd7bc13e56a37da910ed0306f3b7b8,(b) Standard: Uses and disclosures for involvement in the individual's care and notification purposes—(1) Permitted uses and disclosures.,"If a covered entity has knowledge of an individual's prior expressed preference, then it can not use or disclose protected health information to family members, relatives, friends, or other persons identified by the individual.",,,,
90bd7bc13e56a37da910ed0306f3b7b8,(b) Standard: Uses and disclosures for involvement in the individual's care and notification purposes—(1) Permitted uses and disclosures.,"If a covered entity does not have knowledge of any prior expressed preference of the individual, then it may use or disclose protected health information to the individual's family members, relatives, friends, or other persons identified by the individual, or the individual's personal representative.",,,,
90bd7bc13e56a37da910ed0306f3b7b8,(b) Standard: Uses and disclosures for involvement in the individual's care and notification purposes—(1) Permitted uses and disclosures.,"Unless the individual objects, then a covered entity may use or disclose protected health information consistent with applicable law and standards of ethical conduct.",,,,
e2a0ea011572dd28f4878062c91c6a98,"(i) A covered entity may, in accordance with paragraphs (b)(2), (b)(3), or (b)(5) of this section, disclose to a family member, other relative, or a close personal friend of the individual, or any other person identified by the individual, the protected health information directly relevant to such person's involvement with the individual's health care or payment related to the individual's health care.","IF a covered entity is involved in the individual's health care or payment related to the individual's health care, THEN they may disclose relevant protected health information to: ",,,,
e2a0ea011572dd28f4878062c91c6a98,"(i) A covered entity may, in accordance with paragraphs (b)(2), (b)(3), or (b)(5) of this section, disclose to a family member, other relative, or a close personal friend of the individual, or any other person identified by the individual, the protected health information directly relevant to such person's involvement with the individual's health care or payment related to the individual's health care.",-a family member,,,,
e2a0ea011572dd28f4878062c91c6a98,"(i) A covered entity may, in accordance with paragraphs (b)(2), (b)(3), or (b)(5) of this section, disclose to a family member, other relative, or a close personal friend of the individual, or any other person identified by the individual, the protected health information directly relevant to such person's involvement with the individual's health care or payment related to the individual's health care.",-a relative,,,,
e2a0ea011572dd28f4878062c91c6a98,"(i) A covered entity may, in accordance with paragraphs (b)(2), (b)(3), or (b)(5) of this section, disclose to a family member, other relative, or a close personal friend of the individual, or any other person identified by the individual, the protected health information directly relevant to such person's involvement with the individual's health care or payment related to the individual's health care.",-a close personal friend,,,,
e2a0ea011572dd28f4878062c91c6a98,"(i) A covered entity may, in accordance with paragraphs (b)(2), (b)(3), or (b)(5) of this section, disclose to a family member, other relative, or a close personal friend of the individual, or any other person identified by the individual, the protected health information directly relevant to such person's involvement with the individual's health care or payment related to the individual's health care.",-any person identified by the individual.,,,,
8da30124c4bcac860275f50fc9807a92,"(ii) A covered entity may use or disclose protected health information to notify, or assist in the notification of (including identifying or locating), a family member, a personal representative of the individual, or another person responsible for the care of the individual of the individual's location, general condition, or death.","IF a covered entity is using OR disclosing protected health information, THEN it is to notify or assist in the notification (including identifying or locating) of a family member, a personal representative of the individual, or another person responsible for the care of the individual, of the individual's location, general condition, or death.",,,,
4d0265d52c7921e8d0f5b2c8fa713554,"Any such use or disclosure of protected health information for such notification purposes must be in accordance with paragraphs (b)(2), (b)(3), (b)(4), or (b)(5) of this section, as applicable.","If the use or disclosure of protected health information is for notification purposes, then it must be in accordance with paragraphs (b)(2), (b)(3), (b)(4), or (b)(5) of this section.",,,,
4de34182aecbfc74b63daaf2484e6610,(2) Uses and disclosures with the individual present.,"If the individual is present, then the disclosure must not be made.",,,,
cc0ce2c51ca291e7cdff57b2fc49e2a9,"If the individual is present for, or otherwise available prior to, a use or disclosure permitted by paragraph (b)(1) of this section and has the capacity to make health care decisions, the covered entity may use or disclose the protected health information if it:",If the individual is present: ,,,,
cc0ce2c51ca291e7cdff57b2fc49e2a9,"If the individual is present for, or otherwise available prior to, a use or disclosure permitted by paragraph (b)(1) of this section and has the capacity to make health care decisions, the covered entity may use or disclose the protected health information if it:",Then the covered entity may use or disclose the protected health information.,,,,
cc0ce2c51ca291e7cdff57b2fc49e2a9,"If the individual is present for, or otherwise available prior to, a use or disclosure permitted by paragraph (b)(1) of this section and has the capacity to make health care decisions, the covered entity may use or disclose the protected health information if it:",If the individual is otherwise available prior to the use or disclosure:,,,,
cc0ce2c51ca291e7cdff57b2fc49e2a9,"If the individual is present for, or otherwise available prior to, a use or disclosure permitted by paragraph (b)(1) of this section and has the capacity to make health care decisions, the covered entity may use or disclose the protected health information if it:",Then the covered entity may use or disclose the protected health information.,,,,
cc0ce2c51ca291e7cdff57b2fc49e2a9,"If the individual is present for, or otherwise available prior to, a use or disclosure permitted by paragraph (b)(1) of this section and has the capacity to make health care decisions, the covered entity may use or disclose the protected health information if it:",If the individual has the capacity to make health care decisions:,,,,
cc0ce2c51ca291e7cdff57b2fc49e2a9,"If the individual is present for, or otherwise available prior to, a use or disclosure permitted by paragraph (b)(1) of this section and has the capacity to make health care decisions, the covered entity may use or disclose the protected health information if it:",Then the covered entity may use or disclose the protected health information.,,,,
50b27223931925fe3e0bdb9e900afee4,(i) Obtains the individual's agreement;,"or (ii) Uses the individual's protected health information without the individual's agreement, only as permitted or required by other law.",,,,
50b27223931925fe3e0bdb9e900afee4,(i) Obtains the individual's agreement;,"If an individual's agreement is obtained, then their protected health information can be used.",,,,
50b27223931925fe3e0bdb9e900afee4,(i) Obtains the individual's agreement;,"If an individual's agreement is not obtained, then their protected health information can only be used as permitted or required by other law.",,,,
f125875b193201f56ac45382cd5d5f6c,"(ii) Provides the individual with the opportunity to object to the disclosure, and the individual does not express an objection; or","If an individual is provided with the opportunity to object to the disclosure, and the individual does not express an objection, then the regulation applies.",,,,
b74269f6cccb42c71b7727740ac5e134,"(iii) Reasonably infers from the circumstances, based on the exercise of professional judgment, that the individual does not object to the disclosure.","If the individual does not object to the disclosure, then it can be reasonably inferred from the circumstances. ",,,,
b74269f6cccb42c71b7727740ac5e134,"(iii) Reasonably infers from the circumstances, based on the exercise of professional judgment, that the individual does not object to the disclosure.","If the exercise of professional judgment is present, then it can be reasonably inferred from the circumstances that the individual does not object to the disclosure.",,,,
51953c957e4d5f390c12bc7f3e6323b2,(3) Limited uses and disclosures when the individual is not present.,"If a patient is not present, then healthcare providers may only use or disclose their protected health information for limited purposes.",,,,
0c2c4a4ba30764b978fe289e63c24a33,"If the individual is not present, or the opportunity to agree or object to the use or disclosure cannot practicably be provided because of the individual's incapacity or an emergency circumstance, the covered entity may, in the exercise of professional judgment, determine whether the disclosure is in the best interests of the individual and, if so, disclose only the protected health information that is directly relevant to the person's involvement with the individual's care or payment related to the individual's health care or needed for notification purposes.","If the individual is not present, then the covered entity may determine if the disclosure is in the best interests of the individual. ",,,,
0c2c4a4ba30764b978fe289e63c24a33,"If the individual is not present, or the opportunity to agree or object to the use or disclosure cannot practicably be provided because of the individual's incapacity or an emergency circumstance, the covered entity may, in the exercise of professional judgment, determine whether the disclosure is in the best interests of the individual and, if so, disclose only the protected health information that is directly relevant to the person's involvement with the individual's care or payment related to the individual's health care or needed for notification purposes.","If the opportunity to agree or object to the use or disclosure cannot practicably be provided because of the individual's incapacity or an emergency circumstance, then the covered entity may determine if the disclosure is in the best interests of the individual.",,,,
0c2c4a4ba30764b978fe289e63c24a33,"If the individual is not present, or the opportunity to agree or object to the use or disclosure cannot practicably be provided because of the individual's incapacity or an emergency circumstance, the covered entity may, in the exercise of professional judgment, determine whether the disclosure is in the best interests of the individual and, if so, disclose only the protected health information that is directly relevant to the person's involvement with the individual's care or payment related to the individual's health care or needed for notification purposes.","If the covered entity determines that the disclosure is in the best interests of the individual, then the covered entity may disclose only the protected health information that is directly relevant to the person's involvement with the individual's care or payment related to the individual's health care or needed for notification purposes.",,,,
896c623ac494b01dca847d724d2d0364,"A covered entity may use professional judgment and its experience with common practice to make reasonable inferences of the individual's best interest in allowing a person to act on behalf of the individual to pick up filled prescriptions, medical supplies, X-rays, or other similar forms of protected health information.","If a covered entity has experience with common practice, then they may use professional judgment to make reasonable inferences of an individual's best interest.",,,,
896c623ac494b01dca847d724d2d0364,"A covered entity may use professional judgment and its experience with common practice to make reasonable inferences of the individual's best interest in allowing a person to act on behalf of the individual to pick up filled prescriptions, medical supplies, X-rays, or other similar forms of protected health information.","If the individual needs a person to act on their behalf, then the covered entity may allow that person to pick up filled prescriptions, medical supplies, X-rays, or other similar forms of protected health information.",,,,
7ae3b9001ecd523b18678df98bb6f8a4,(4) Uses and disclosures for disaster relief purposes.,"If a covered entity needs to use or disclose protected health information to assist in disaster relief efforts, then it may do so. ",,,,
7ae3b9001ecd523b18678df98bb6f8a4,(4) Uses and disclosures for disaster relief purposes.,"If a covered entity needs to share protected health information with a public health authority, then it may do so. ",,,,
7ae3b9001ecd523b18678df98bb6f8a4,(4) Uses and disclosures for disaster relief purposes.,"If a covered entity needs to share protected health information with an organization assisting in a disaster relief effort, then it may do so. ",,,,
7ae3b9001ecd523b18678df98bb6f8a4,(4) Uses and disclosures for disaster relief purposes.,"If a covered entity needs to use or disclose protected health information to avert a serious threat to health or safety, then it may do so.",,,,
5ac14b05626da2bea981b98f2d9dc3cc,"A covered entity may use or disclose protected health information to a public or private entity authorized by law or by its charter to assist in disaster relief efforts, for the purpose of coordinating with such entities the uses or disclosures permitted by paragraph (b)(1)(ii) of this section.","If a covered entity is authorized by law or its charter to assist with disaster relief efforts, then it may use protected health information.",,,,
5ac14b05626da2bea981b98f2d9dc3cc,"A covered entity may use or disclose protected health information to a public or private entity authorized by law or by its charter to assist in disaster relief efforts, for the purpose of coordinating with such entities the uses or disclosures permitted by paragraph (b)(1)(ii) of this section.","If a covered entity is authorized by law or its charter to assist with disaster relief efforts, then it may disclose protected health information.",,,,
5ac14b05626da2bea981b98f2d9dc3cc,"A covered entity may use or disclose protected health information to a public or private entity authorized by law or by its charter to assist in disaster relief efforts, for the purpose of coordinating with such entities the uses or disclosures permitted by paragraph (b)(1)(ii) of this section.","If a covered entity is using or disclosing protected health information to assist with disaster relief efforts, then it must coordinate with public or private entities.",,,,
fcba25494de9ef50677de0e8cc39e6af,"The requirements in paragraphs (b)(2), (b)(3), or (b)(5) of this section apply to such uses and disclosures to the extent that the covered entity, in the exercise of professional judgment, determines that the requirements do not interfere with the ability to respond to the emergency circumstances.","IF a covered entity is responding to emergency circumstances, THEN the requirements in paragraphs (b)(2), (b)(3), or (b)(5) of this section do not apply to such uses and disclosures.",,,,
c5187c44bc02e7f16f6350b8e6af2c66,(5) Uses and disclosures when the individual is deceased.,"If the individual is deceased, then their protected health information may be used or disclosed for the following purposes: ",,,,
c5187c44bc02e7f16f6350b8e6af2c66,(5) Uses and disclosures when the individual is deceased.,1. To a family member or other person involved in the individual's care or payment for health care;,,,,
c5187c44bc02e7f16f6350b8e6af2c66,(5) Uses and disclosures when the individual is deceased.,2. To a coroner or medical examiner; ,,,,
c5187c44bc02e7f16f6350b8e6af2c66,(5) Uses and disclosures when the individual is deceased.,"3. For organ, eye, or tissue donation purposes; ",,,,
c5187c44bc02e7f16f6350b8e6af2c66,(5) Uses and disclosures when the individual is deceased.,"4. To funeral directors, consistent with applicable law, to carry out their duties; ",,,,
c5187c44bc02e7f16f6350b8e6af2c66,(5) Uses and disclosures when the individual is deceased.,"5. For research purposes, provided that the protected health information is de-identified; ",,,,
c5187c44bc02e7f16f6350b8e6af2c66,(5) Uses and disclosures when the individual is deceased.,6. As authorized by law.,,,,
edc194428edbe63cd66912d9da68c605,"If the individual is deceased, a covered entity may disclose to a family member, or other persons identified in paragraph (b)(1) of this section who were involved in the individual's care or payment for health care prior to the individual's death, protected health information of the individual that is relevant to such person's involvement, unless doing so is inconsistent with any prior expressed preference of the individual that is known to the covered entity.","If a person is deceased,",,,,
edc194428edbe63cd66912d9da68c605,"If the individual is deceased, a covered entity may disclose to a family member, or other persons identified in paragraph (b)(1) of this section who were involved in the individual's care or payment for health care prior to the individual's death, protected health information of the individual that is relevant to such person's involvement, unless doing so is inconsistent with any prior expressed preference of the individual that is known to the covered entity.",then a covered entity may disclose protected health information about the person to a family member or other persons involved in the person's care or payment for health care prior to their death.,,,,
edc194428edbe63cd66912d9da68c605,"If the individual is deceased, a covered entity may disclose to a family member, or other persons identified in paragraph (b)(1) of this section who were involved in the individual's care or payment for health care prior to the individual's death, protected health information of the individual that is relevant to such person's involvement, unless doing so is inconsistent with any prior expressed preference of the individual that is known to the covered entity.",Unless doing so is inconsistent with any prior expressed preference of the individual that is known to the covered entity.,,,,
