SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
2.101,Definitions.=,"These projections may include rates for such things as labor, indirect costs, material obsolescence and usage, spare parts provisioning, and material handling.",permissions_noun_pron_deontic_verb,projections may include
2.101,Definitions.=,Neither the financial institution nor the offeror/contractor can revoke or condition the letter of credit.,permissions_noun_pron_deontic_verb,contractor can revoke
2.101,Definitions.=,"The elements may include hardware, equipment, software, or any combination thereof, but exclude construction or other improvements to real property.",permissions_noun_pron_deontic_verb,elements may include
2.101,Definitions.=,"A neutral person must have no official, financial, or personal conflict of interest with respect to the issues in controversy, unless the interest is fully disclosed in writing to all parties and all parties agree that the neutral person may serve (5 U.S.C. 583).",permissions_noun_pron_deontic_verb,person may serve
2.101,Definitions.=,Solicitations under simplified acquisition procedures may require submission of either a quotation or an offer.,permissions_noun_pron_deontic_verb,procedures may require
2.101,Definitions.=,"Sustainable acquisition means acquiring goods and services in order to create and maintain conditions— (1) Under which humans and nature can exist in productive harmony; and (2) That permit fulfilling the social, economic, and other requirements of present and future generations.",permissions_noun_pron_deontic_verb,nature can exist
3.101-2,Solicitation and acceptance of gratuities by Government personnel.,"As a rule, no Government employee may solicit or accept, directly or indirectly, any gratuity, gift, favor, entertainment, loan, or anything of monetary value from anyone who (a) has or is seeking to obtain Government business with the employee's agency, (b) conducts activities that are regulated by the employee's agency, or (c) has interests that may be substantially affected by the performance or nonperformance of the employee's official duties.",permissions_noun_pron_deontic_verb,employee may solicit
3.103-2,Evaluating the certification.,"For the purpose of paragraph (b)(2) of the certificate, an individual may use a blanket authorization to act as an agent for the person(s) responsible for determining the offered prices if— (i)",permissions_noun_pron_deontic_verb,individual may use
3.104-2,General.,"The acceptance of a gift, under certain circumstances, is prohibited by 5 U.S.C. 7353 and 5 CFR part 2635; (2) Contacts with an offeror during the conduct of an acquisition may constitute “seeking employment,”(see subpart F of 5 CFR part 2636 and 3.104-3(c)(2)).",permissions_noun_pron_deontic_verb,acquisition may constitute
3.104-4,"Disclosure, protection, and marking of contractor bid or proposal information and source selection information.","Except as specifically provided for in this subsection, no person or other entity may disclose contractor bid or proposal information or source selection information to any person other than a person authorized, in accordance with applicable agency regulations or procedures, by the agency head or the contracting officer to receive such information.",permissions_noun_pron_deontic_verb,entity may disclose
3.104-4,"Disclosure, protection, and marking of contractor bid or proposal information and source selection information.","(1) If the contractor agrees that the marking is not justified, or does not respond within the time specified in the notice, the contracting officer may remove the marking and release the information.",permissions_noun_pron_deontic_verb,officer may remove
3.104-4,"Disclosure, protection, and marking of contractor bid or proposal information and source selection information.","Any release containing contractor bid or proposal information or source selection information must clearly identify the information as contractor bid or proposal information or source selection information related to the conduct of a Federal agency procurement and notify the recipient that the disclosure of the information is restricted by 41 U.S.C. chapter 21; (2) The withholding of information from, or restricting its receipt by, the Comptroller General in the course of a protest against the award or proposed award of a Federal agency procurement contract; (3) The release of information after award of a contract or cancellation of a procurement if such information is contractor bid or proposal information or source selection information that pertains to another procurement; or (4) The disclosure, solicitation, or receipt of bid or proposal information or source selection information after award if disclosure, solicitation, or receipt is prohibited by law.",obligations_noun_pron_deontic_adv_verb,information must clearly identify
3.104-5,Disqualification.,(3) Government officer or employee must also comply with the provisions of 18 U.S.C. 208 and 5 CFR part 2635 regarding any resumed participation in a procurement matter.,obligations_noun_pron_deontic_adv_verb,employee must also comply
3.104-6,Ethics advisory opinions regarding prohibitions on a former official's acceptance of compensation from a contractor.,(a) An official or former official of a Federal agency who does not know whether he or she is or would be precluded by 41 U.S.C. 2104 (see 3.104-3(d)) from accepting compensation from a particular contractor may request advice from the appropriate agency ethics official before accepting such compensation.,permissions_noun_pron_deontic_verb,contractor may request
3.104-6,Ethics advisory opinions regarding prohibitions on a former official's acceptance of compensation from a contractor.,"If complete information is not included in the request, the agency ethics official may ask the requester to provide more information or request information from other persons, including the source selection authority, the contracting officer, or the requester's immediate supervisor.",permissions_noun_pron_deontic_verb,official may ask
3.104-6,Ethics advisory opinions regarding prohibitions on a former official's acceptance of compensation from a contractor.,"In issuing an opinion, the agency ethics official may rely upon the accuracy of information furnished by the requester or other agency sources, unless he or she has reason to believe that the information is fraudulent, misleading, or otherwise incorrect.",permissions_noun_pron_deontic_verb,official may rely
3.104-6,Ethics advisory opinions regarding prohibitions on a former official's acceptance of compensation from a contractor.,"(3) If the requester is advised in a written opinion by the agency ethics official that the requester may accept compensation from a particular contractor, and accepts such compensation in good faith reliance on that advisory opinion, then neither the requester nor the contractor will be found to have knowingly violated 41 U.S.C. 2104.",permissions_noun_pron_deontic_verb,requester may accept
3.104-7,Violations or possible violations.,"If that individual concurs, the contracting officer may proceed with the procurement.",permissions_noun_pron_deontic_verb,officer may proceed
3.104-7,Violations or possible violations.,"(2) If the contracting officer concludes that the violation or possible violation impacts the procurement, the contracting officer must promptly forward the information to the HCA. (b) The HCA must review all information available and, in accordance with agency procedures, take appropriate action, such as— (1) Advise the contracting officer to continue with the procurement; (2) Begin an investigation; (3) Refer the information disclosed to appropriate criminal investigative agencies; (4) Conclude that a violation occurred; or (5) Recommend that the agency head determine that the contractor, or someone acting for the contractor, has engaged in conduct constituting an offense punishable under 41 U.S.C. 2105, for the purpose of voiding or rescinding the contract.",obligations_noun_pron_deontic_adv_verb,officer must promptly forward
3.303,Reporting suspected antitrust violations.,"(c) Practices or events that may evidence violations of the antitrust laws include— (1) The existence of an industry price list or price agreement to which contractors refer in formulating their offers; (2) A sudden change from competitive bidding to identical bidding; (3) Simultaneous price increases or follow-the-leader pricing; (4) Rotation of bids or proposals, so that each competitor takes a turn in sequence as low bidder, or so that certain competitors bid low only on some sizes of contracts and high on other sizes; (5) Division of the market, so that certain competitors bid low only for contracts awarded by certain agencies, or for contracts in certain geographical areas, or on certain products, and bid high on all other jobs; (6) Establishment by competitors of a collusive price estimating system; (7) The filing of a joint bid by two or more competitors when at least one of the competitors has sufficient technical capability and productive capacity for contract performance; (8) Any incidents suggesting direct collusion among competitors, such as the appearance of identical calculation or spelling errors in two or more competitive offers or the submission by one firm of offers for other firms; and (9) Assertions by the employees, former employees, or competitors of offerors, that an agreement to restrain trade exists.",permissions_noun_pron_deontic_verb,that may evidence
3.303,Reporting suspected antitrust violations.,"For offers from foreign contractors for contracts to be performed outside the United States and its outlying areas, contracting officers may refer suspected collusive offers to the authorities of the foreign government concerned for appropriate action.",permissions_noun_pron_deontic_verb,officers may refer
3.402,Statutory requirements.,Contractors' arrangements to pay contingent fees for soliciting or obtaining Government contracts have long been considered contrary to public policy because such arrangements may lead to attempted or actual exercise of improper influence.,permissions_noun_pron_deontic_verb,arrangements may lead
3.501-2,General.,(a) Buying-in may decrease competition or result in poor contract performance.,permissions_noun_pron_deontic_verb,in may decrease
3.502-2,Subcontractor kickbacks.,"(d) Provides that— (1) The contracting officer may offset the amount of a kickback against monies owed by the United States to the prime contractor under the prime contract to which such kickback relates; (2) The contracting officer may direct a prime contractor to withhold from any sums owed to a subcontractor under a subcontract of the prime contract the amount of any kickback which was or may be offset against the prime contractor under paragraph (d)(1) of this section; and (3) An offset under paragraph (d)(1) or a direction under paragraph (d)(2) of this section is a claim by the Government for the purposes of 41 U.S.C. chapter 71, Contract Disputes.",permissions_noun_pron_deontic_verb,officer may direct
3.601,Policy.,"This policy is intended to avoid any conflict of interest that might arise between the employees' interests and their Government duties, and to avoid the appearance of favoritism or preferential treatment by the Government toward its employees.",permissions_noun_pron_deontic_verb,that might arise
3.705,Procedures.,"The agency head or designee shall promptly notify the Civil Division, Department of Justice, that an action is being considered under this subpart.",obligations_noun_pron_deontic_adv_verb,designee shall promptly notify
3.705,Procedures.,"Following an assessment of the facts, the agency head or designee may declare void and rescind contracts with respect to which a final conviction has been entered, and recover the amounts expended and the property transferred by the agency under the terms of the contracts involved.",permissions_noun_pron_deontic_verb,designee may declare
3.802,Statutory prohibition and requirement.,"(2) To the extent a person can demonstrate that the person has sufficient monies, other than Federal appropriated funds, the Government shall assume that these other monies were spent for any influencing activities that would be unallowable if paid for with Federal appropriated funds.",permissions_noun_pron_deontic_verb,person can demonstrate
3.905,Procedures for investigating complaints.,"(e) At any time, the head of the agency or designee may request additional investigative work be done on the complaint.",permissions_noun_pron_deontic_verb,designee may request
3.906,Remedies.,"(a) If the head of the agency or designee determines that a contractor has subjected one of its employees to a reprisal for providing information to a Member of Congress, or an authorized official of an agency or of the Department of Justice, the head of the agency or designee may take one or more of the following actions: (1) Order the contractor to take affirmative action to abate the reprisal.",permissions_noun_pron_deontic_verb,designee may take
3.906,Remedies.,"In any action brought under this section, the court may grant appropriate relief, including injunctive relief and compensatory and exemplary damages.",permissions_noun_pron_deontic_verb,court may grant
3.906,Remedies.,"(c) Any person adversely affected or aggrieved by an order issued under this section may obtain review of the order's conformance with the law, and this subpart, in the United States Court of Appeals for a circuit in which the reprisal is alleged in the order to have occurred.",permissions_noun_pron_deontic_verb,section may obtain
3.907-6,Remedies and enforcement authority.,"(ii) A disclosure may be demonstrated as a contributing factor in a reprisal for purposes of this paragraph by circumstantial evidence, including— (A) Evidence that the official undertaking the reprisal knew of the disclosure; or (B) Evidence that the reprisal occurred within a period of time after the disclosure such that a reasonable person could conclude that the disclosure was a contributing factor in the reprisal.",permissions_noun_pron_deontic_verb,person could conclude
3.907-6,Remedies and enforcement authority.,"The complainant shall be deemed to have exhausted all administrative remedies with respect to the complaint, and the complainant may bring a de novo action at law or equity against the employer to seek compensatory damages and other relief available under this section in the appropriate district court of United States, which shall have jurisdiction over such an action without regard to the amount in controversy if (i)",permissions_noun_pron_deontic_verb,complainant may bring
3.907-6,Remedies and enforcement authority.,"In any action brought under this section, the court may grant appropriate relief, including injunctive relief, compensatory and exemplary damages, and attorneys fees and costs.",permissions_noun_pron_deontic_verb,court may grant
3.907-6,Remedies and enforcement authority.,"(e) Any person adversely affected or aggrieved by an order issued under paragraph (b) of this subsection may obtain review of the order's conformance with the law, and this section, in the United States Court of Appeals for a circuit in which the reprisal is alleged in the order to have occurred.",permissions_noun_pron_deontic_verb,subsection may obtain
3.908-4,Filing complaints.,"A contractor or subcontractor employee who believes that he or she has been discharged, demoted, or otherwise discriminated against contrary to the policy in 3.908-3 of this section may submit a complaint with the Inspector General of the agency concerned.",permissions_noun_pron_deontic_verb,section may submit
3.908-5,Procedures for investigating complaints.,"(d) At any time, the head of the agency or designee may request additional investigative work be done on the complaint.",permissions_noun_pron_deontic_verb,designee may request
3.908-6,Remedies.,"If the head of the agency issues an order denying relief or has not issued an order within 210 days after the submission of the complaint or within 30 days after the expiration of an extension of time granted in accordance with 41 U.S.C. 4712(b)(2)(B) for the submission of the Inspector General's report on the investigative findings of the complaint to the head of the agency, the contractor or subcontractor, and the complainant, and there is no showing that such delay is due to the bad faith of the complainant— (1) The complainant shall be deemed to have exhausted all administrative remedies with respect to the complaint; and (2) The complainant may bring a de novo action at law or equity against the contractor or subcontractor to seek compensatory damages and other relief available under 41 U.S.C. 4712 in the appropriate district court of the United States, which shall have jurisdiction over such an action without regard to the amount in controversy.",permissions_noun_pron_deontic_verb,complainant may bring
3.908-7,Enforcement of orders.,"In any action brought pursuant to this authority, the court may grant appropriate relief, including injunctive relief, compensatory and exemplary damages, and attorney fees and costs.",permissions_noun_pron_deontic_verb,court may grant
3.909-2,Representation by the offeror.,(b) The contracting officer may rely on an offeror's representation unless the contracting officer has reason to question the representation.,permissions_noun_pron_deontic_verb,officer may rely
3.1101,Definitions.,Covered employee means an individual who performs an acquisition function closely associated with inherently governmental functions and is— (1) An employee of the contractor; or (2) A subcontractor that is a self-employed individual treated as a covered employee of the contractor because there is no employer to whom such an individual could submit the required disclosures.,permissions_noun_pron_deontic_verb,individual could submit
3.1101,Definitions.,"Personal conflict of interest means a situation in which a covered employee has a financial interest, personal activity, or relationship that could impair the employee's ability to act impartially and in the best interest of the Government when performing under the contract.",permissions_noun_pron_deontic_verb,that could impair
3.1101,Definitions.,"(2) For example, financial interests referred to in paragraph (1) of this definition may arise from— (i) Compensation, including wages, salaries, commissions, professional fees, or fees for business referrals; (ii) Consulting relationships (including commercial and professional consulting and service arrangements, scientific and technical advisory board memberships, or serving as an expert witness in litigation); (iii) Services provided in exchange for honorariums or travel expense reimbursements; (iv) Research funding or other forms of research support; (v) Investment in the form of stock or bond ownership or partnership interest (excluding diversified mutual fund investments); (vi) Real estate investments; (vii) Patents, copyrights, and other intellectual property interests; or (viii) Business ownership and investment interests.",permissions_noun_pron_deontic_verb,definition may arise
3.1103,Procedures.,"(C) Gifts, including travel; and (ii) Requiring each covered employee to update the disclosure statement whenever the employee's personal or financial circumstances change in such a way that a new personal conflict of interest might occur because of the task the covered employee is performing.",permissions_noun_pron_deontic_verb,interest might occur
3.1104,Mitigation or waiver.,"(a) In exceptional circumstances, if the contractor cannot satisfactorily prevent a personal conflict of interest as required by paragraph (b)(2)(i) of the clause at 52.203-16, Preventing Personal Conflicts of Interest, the contractor may submit a request, through the contracting officer, for the head of the contracting activity to— (1) Agree to a plan to mitigate the personal conflict of interest; or (2) Waive the requirement to prevent personal conflicts of interest.",permissions_noun_pron_deontic_verb,contractor may submit
3.1104,Mitigation or waiver.,"(b) If the head of the contracting activity determines in writing that such action is in the best interest of the Government, the head of the contracting activity may impose conditions that provide mitigation of a personal conflict of interest or grant a waiver.",permissions_noun_pron_deontic_verb,activity may impose
3.1106,Contract clause.,"(b) If only a portion of a contract is for the performance of acquisition functions closely associated with inherently governmental functions, then the contracting officer shall still insert the clause, but shall limit applicability of the clause to that portion of the contract that is for the performance of such services.",obligations_noun_pron_deontic_adv_verb,officer shall still insert
4.001,Definitions.,"For example, an agency may use as its PIID for procurement actions, such as delivery and task orders or basic ordering agreements, the order or agreement number in conjunction with the contract number (see 4.1602).",permissions_noun_pron_deontic_verb,agency may use
4.001,Definitions.,"For example, an agency may use as its PIID for an amended solicitation, the Government-unique identifier for a solicitation number ( e.g., N0002309R0009) in conjunction with a non-unique amendment number ( e.g., 0001).",permissions_noun_pron_deontic_verb,agency may use
4.102,Contractor's signature.,"A contract with joint venturers may involve any combination of individuals, partnerships, or corporations.",permissions_noun_pron_deontic_verb,venturers may involve
4.402,General.,Nondefense agencies with an existing DD Form 254 information system may use that system.,permissions_noun_pron_deontic_verb,system may use
4.403,Responsibilities of contracting officers.,"An appropriate Security Requirements clause in the solicitation (see 4.404); and (ii) As appropriate, in solicitations and contracts when the contract may require access to classified information, a requirement for security safeguards in addition to those provided in the clause (52.204-2, Security Requirements).",permissions_noun_pron_deontic_verb,contract may require
4.404,Contract clause.,"(a) The contracting officer shall insert the clause at 52.204-2, Security Requirements, in solicitations and contracts when the contract may require access to classified information, unless the conditions specified in paragraph (d) of this section apply.",permissions_noun_pron_deontic_verb,contract may require
4.502,Policy.,"Contracting officers may supplement electronic transactions by using other media to meet the requirements of any contract action governed by the FAR (e.g., transmit hard copy of drawings).",permissions_noun_pron_deontic_verb,officers may supplement
4.502,Policy.,(b) Agencies may exercise broad discretion in selecting the hardware and software that will be used in conducting electronic commerce.,permissions_noun_pron_deontic_verb,Agencies may exercise
4.502,Policy.,(d) Agencies may accept electronic signatures and records in connection with Government contracts.,permissions_noun_pron_deontic_verb,Agencies may accept
4.603,Policy.,(d) Agencies awarding contract actions with a mix of appropriated and non-appropriated funding shall only report the full appropriated portion of the contract action in FPDS.,obligations_noun_pron_deontic_adv_verb,funding shall only report
4.605,Procedures.,"(2) Authorized generic entity identifiers, maintained by the Integrated Award Environment (IAE) program office ( http://www.gsa.gov/portal/content/105036 ), may be used to report contracts in lieu of the contractor's actual unique entity identifier only for— (i) Contract actions valued at or below $30,000 that are awarded to a contractor that is— (A) A student; (B) A dependent of either a veteran, foreign service officer, or military member assigned outside the United States and its outlying areas (as defined in 2.101); or (C) Located outside the United States and its outlying areas for work to be performed outside the United States and its outlying areas and the contractor does not otherwise have a unique entity identifier; (ii) Contracts valued above $30,000 awarded to individuals located outside the United States and its outlying areas for work to be performed outside the United States and its outlying areas; or (iii) Contracts when specific public identification of the contracted party could endanger the mission, contractor, or recipients of the acquired goods or services.",permissions_noun_pron_deontic_verb,party could endanger
4.606,Reporting Data.,(3) Agencies may use the FPDS Express Reporting capability for consolidated multiple action reports for a vendor when it would be overly burdensome to report each action individually.,permissions_noun_pron_deontic_verb,Agencies may use
4.606,Reporting Data.,Agencies may submit actions other than those listed at paragraph (a)(1) of this section only if they are able to be segregated from FAR-based actions and this is approved in writing by the FPDS Program Office.,permissions_noun_pron_deontic_verb,Agencies may submit
4.703,Policy.,Contractors may transfer computer data in machine readable form from one reliable computer medium to another.,permissions_noun_pron_deontic_verb,Contractors may transfer
4.703,Policy.,Contractors shall also retain an audit trail describing the data transfer.,obligations_noun_pron_deontic_adv_verb,Contractors shall also retain
4.802,Contract files.,"(a) A contract file should generally consist of— (1) The contracting office contract file, that documents the basis for the acquisition and the award, the assignment of contract administration (including payment responsibilities), and any subsequent actions taken by the contracting office; (2) The contract administration office contract file, that documents actions reflecting the basis for and the performance of contract administration responsibilities; and (3) The paying office contract file, that documents actions prerequisite to, substantiating, and reflecting contract payments.",obligations_noun_pron_deontic_adv_verb,file should generally consist
4.802,Contract files.,"(f) Agencies may retain contract files in any medium (paper, electronic, microfilm, etc.) or any combination of media, as long as the requirements of this subpart are satisfied.",permissions_noun_pron_deontic_verb,Agencies may retain
4.803,Contents of contract files.,This may include— (i) Certified cost or pricing data; (ii) Data other than certified cost or pricing data; (iii) Justification for waiver from the requirement to submit certified cost or pricing data; or (iv) Certificates of Current Cost or Pricing Data.,permissions_noun_pron_deontic_verb,This may include
4.804-5,Procedures for closing out contract files.,"At the outset of this process, the contract administration office must review the contract funds status and notify the contracting office of any excess funds the contract administration office might deobligate.",permissions_noun_pron_deontic_verb,office might deobligate
4.804-5,Procedures for closing out contract files.,"If a final patent report is required, the contracting officer may proceed with contract closeout in accordance with the following procedures, or as otherwise prescribed by agency procedures: (i) Final patent reports should be cleared within 60 days of receipt.",permissions_noun_pron_deontic_verb,officer may proceed
4.804-5,Procedures for closing out contract files.,"If the contractor fails to respond to this notification, the contracting officer may proceed with contract closeout upon consultation with the agency legal counsel responsible for patent matters regarding the contractor's failure to respond.",permissions_noun_pron_deontic_verb,officer may proceed
4.805,"Storage, handling, and contract files.","Agencies may change the original medium to facilitate storage as long as the requirements of this part, law, and other regulations are satisfied.",permissions_noun_pron_deontic_verb,Agencies may change
4.1005-2,Exceptions.,"(i) IDIQ and requirements contracts may omit the quantity at the line item level for the base award provided that the total contract minimum and maximum, or the estimate, respectively, is stated.",permissions_noun_pron_deontic_verb,contracts may omit
4.1005-2,Exceptions.,The contracting officer may structure these procurement instruments to reflect a firm or estimated total amount for each line item.,permissions_noun_pron_deontic_verb,officer may structure
4.1201,Policy.,A contractor that represented itself as other than small business before contract award and qualifies as a small business may update its representations and certifications in SAM in accordance with 52.219-28.,permissions_noun_pron_deontic_verb,business may update
4.1301,Policy.,(2) The contracting officer may delay final payment under a contract if the contractor fails to comply with these requirements.,permissions_noun_pron_deontic_verb,officer may delay
4.1302,Acquisition of approved products and services for personal identity verification.,"(b) Agencies may acquire the approved products and services from the GSA, Federal Supply Schedule 70, Special Item Number (SIN) 132-62, HSPD-12 Product and Service Components, in accordance with ordering procedures outlined in FAR Subpart 8.4.",permissions_noun_pron_deontic_verb,Agencies may acquire
4.1400,Scope of subpart.,The public may view first-tier subcontract award data at https://www.usaspending.gov.,permissions_noun_pron_deontic_verb,public may view
4.1402,Procedures.,Agencies may review the reports at http://www.fsrs.gov.,permissions_noun_pron_deontic_verb,Agencies may review
4.1601,Policy.,"In this instance, the contracting officer may assign a new PIID by issuing a contract modification.",permissions_noun_pron_deontic_verb,officer may assign
4.1601,Policy.,"In this instance, the contracting officer may assign a new PIID by issuing a contract modification.",permissions_noun_pron_deontic_verb,officer may assign
4.1601,Policy.,(2) The modification shall clearly identify both the original and the newly assigned PIID.,obligations_noun_pron_deontic_adv_verb,modification shall clearly identify
4.1603,Procedures.,"Departments and independent agencies may assign those letters identified for department use below in accordance with their agency policy; however, any use must be applied to the entire department or agency.",permissions_noun_pron_deontic_verb,agencies may assign
4.1603,Procedures.,"Agencies may choose a minimum of four characters up to a maximum of eight characters to be used, but the same number of characters must be used agency-wide.",permissions_noun_pron_deontic_verb,Agencies may choose
4.1603,Procedures.,An agency may reserve blocks of numbers or alpha-numeric numbers for use by its various components.,permissions_noun_pron_deontic_verb,agency may reserve
4.1703,Reporting requirements.,Authorized agency officials may review the reports at www.sam.gov.,permissions_noun_pron_deontic_verb,officials may review
4.1902,Applicability.,"This subpart applies to all acquisitions, including acquisitions of commercial items other than commercially available off-the-shelf items, when a contractor's information system may contain Federal contract information.",permissions_noun_pron_deontic_verb,system may contain
4.1903,Contract clause.,"The contracting officer shall insert the clause at 52.204-21, Basic Safeguarding of Covered Contractor Information Systems, in solicitations and contracts when the contractor or a subcontractor at any tier may have Federal contract information residing in or transiting through its information system.",permissions_noun_pron_deontic_verb,tier may have
"4.2103, 4.2103","Procedures., Procedures.","If the offeror selects “does not” in response to the provision at 52.204-26 or 52.212-3(v), the contracting officer may rely on the representation, unless the contracting officer has reason to question the representation.",permissions_noun_pron_deontic_verb,officer may rely
"4.2103, 4.2103","Procedures., Procedures.","(2)(i) If the offeror selects “will not” in paragraph (d)(1) of the provision at 52.204-24 or “does not” in paragraph (d)(2) of the provision at 52.204-24, the contracting officer may rely on the representations, unless the contracting officer has reason to question the representations.",permissions_noun_pron_deontic_verb,officer may rely
"4.2103, 4.2103","Procedures., Procedures.","If the offeror selects “does not” in paragraphs (c)(1) and/or (c)(2) of the provision at 52.204-26 or in paragraphs (v)(2)(i) and/or (v)(2)(ii) of the provision at 52.212-3, the contracting officer may rely on the “does not” representation(s), unless the contracting officer has reason to question the representation.",permissions_noun_pron_deontic_verb,officer may rely
4.2103,Procedures.,"If the offeror selects “does not” in paragraphs (c)(1) and/or (c)(2) of the provision at 52.204-26 or in paragraphs (v)(2)(i) and/or (v)(2)(ii) of the provision at 52.212-3, the contracting officer may rely on the “does not” representation(s), unless the contracting officer has reason to question the representation.",permissions_noun_pron_deontic_verb,officer may rely
4.2104,Waivers.,"Before the head of an executive agency can grant a waiver to the prohibition at 4.2102(a)(2), the agency must— (i) Have designated a senior agency official for supply chain risk management, responsible for ensuring the agency effectively carries out the supply chain risk management functions and responsibilities described in law, regulation, and policy; (ii) Establish participation in an information-sharing environment when and as required by the Federal Acquisition Security Council (FASC) to facilitate interagency sharing of relevant acquisition supply chain risk information; (iii) Notify and consult with the Office of the Director of National Intelligence (ODNI) on the waiver request using ODNI guidance, briefings, best practices, or direct inquiry, as appropriate; and (iv) Notify the ODNI and the FASC 15 days prior to granting the waiver that it intends to grant the waiver.",permissions_noun_pron_deontic_verb,agency can grant
4.2104,Waivers.,"In the case of an emergency, including a declaration of major disaster, in which prior notice and consultation with the ODNI and prior notice to the FASC is impracticable and would severely jeopardize performance of mission-critical functions, the head of an agency may grant a waiver without meeting the notice and consultation requirements under 4.2104(a)(2)(iii) and 4.2104(a)(2)(iv) to enable effective mission critical functions or emergency response and recovery.",permissions_noun_pron_deontic_verb,agency may grant
5.101,Methods of disseminating information.,"The notice must include a statement that all responsible sources may submit a response which, if timely received, must be considered by the agency.",permissions_noun_pron_deontic_verb,sources may submit
5.101,Methods of disseminating information.,"If solicitations are posted instead of a notice, the contracting officer may employ various methods of satisfying the requirements of 5.207(c).",permissions_noun_pron_deontic_verb,officer may employ
5.101,Methods of disseminating information.,"For example, the contracting officer may meet the requirements of 5.207(c) by stamping the solicitation, by a cover sheet to the solicitation, or by placing a general statement in the display room.",permissions_noun_pron_deontic_verb,officer may meet
5.101,Methods of disseminating information.,(iii) Contracting officers may use electronic posting of requirements in a place accessible by the general public at the Government installation to satisfy the public display requirement.,permissions_noun_pron_deontic_verb,officers may use
5.101,Methods of disseminating information.,Contracting offices using electronic systems for public posting that are not accessible outside the installation must periodically publicize the methods for accessing the information.,obligations_noun_pron_deontic_adv_verb,installation must periodically publicize
5.203,Publicizing and response time.,"However, if the acquisition falls within a general category identified in an annual forecast, the availability of which is published, the contracting officer may reduce this time period to as few as 10 days.",permissions_noun_pron_deontic_verb,officer may reduce
5.205,Special situations.,Contracting officers may transmit to the GPE advance notices of their interest in potential R&D programs whenever market research does not produce a sufficient number of concerns to obtain adequate competition.,permissions_noun_pron_deontic_verb,officers may transmit
5.205,Special situations.,"Contracting officers may transmit to the GPE special notices of procurement matters such as business fairs, long-range procurement estimates, prebid or preproposal conferences, meetings, and the availability of draft solicitations or draft specifications for review.",permissions_noun_pron_deontic_verb,officers may transmit
